,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating,,Churn
2038,10/1/2020,320,28,1,C20,0,63126,13/07/18,,1,2,777870,4,,0
2039,11/1/2020,320,28,1,C20,0,63126,13/07/18,,1,2,843990,4,,0
2040,12/1/2020,320,28,1,C20,0,63126,13/07/18,,1,2,1237400,4,,0
2041,11/1/2019,321,26,1,C25,1,29869,31/10/19,,1,1,0,1,,0
2042,12/1/2019,321,26,1,C25,1,29869,31/10/19,,1,1,0,1,,0
2043,1/1/2020,321,27,1,C25,1,29869,31/10/19,,1,1,242500,1,,0
2044,2/1/2020,321,27,1,C25,1,29869,31/10/19,,1,1,0,1,,0
2045,3/1/2020,321,27,1,C25,1,29869,31/10/19,,1,1,0,1,,0
2046,4/1/2020,321,27,1,C25,1,29869,31/10/19,4/12/2020,1,1,0,1,,1
2047,6/1/2019,322,41,1,C6,0,57245,15/06/19,,2,2,0,1,,0
2048,7/1/2019,322,41,1,C6,0,57245,15/06/19,,2,2,0,1,,0
2049,8/1/2019,322,41,1,C6,0,57245,15/06/19,,2,2,200000,1,,0
2050,9/1/2019,322,41,1,C6,0,57245,15/06/19,,2,2,0,1,,0
2051,10/1/2019,322,41,1,C6,0,57245,15/06/19,,2,2,200000,1,,0
2052,11/1/2019,322,41,1,C6,0,57245,15/06/19,23/11/19,2,2,0,1,,1
2053,1/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,0,1,,0
2054,2/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,250000,1,,0
2055,3/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,506920,1,,0
2056,4/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,164740,1,,0
2057,5/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,0,1,,0
2058,6/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,250000,1,,0
2059,7/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,305030,2,,0
2060,8/1/2020,323,29,1,C29,2,64558,1/6/2020,,2,2,154970,2,,0
2061,9/1/2020,323,30,1,C29,2,64558,1/6/2020,,2,2,357690,2,,0
2062,10/1/2020,323,30,1,C29,2,64558,1/6/2020,,2,2,553920,2,,0
2063,11/1/2020,323,30,1,C29,2,64558,1/6/2020,,2,2,120330,2,,0
2064,12/1/2020,323,30,1,C29,2,64558,1/6/2020,,2,2,496200,2,,0
2065,7/1/2020,324,30,0,C26,1,69160,7/3/2020,,3,3,0,3,,0
2066,8/1/2020,324,30,0,C26,1,69160,7/3/2020,,3,3,0,3,,0
2067,9/1/2020,324,30,0,C26,1,69160,7/3/2020,,3,3,2000000,3,,0
2068,10/1/2020,324,30,0,C26,1,69160,7/3/2020,,3,3,1400000,3,,0
2069,11/1/2020,324,31,0,C26,1,69160,7/3/2020,,3,3,1200000,3,,0
2070,12/1/2020,324,31,0,C26,1,69160,7/3/2020,,3,3,0,3,,0
2071,1/1/2019,325,,0,C15,2,50739,30/11/18,,1,1,109020,1,,0
2072,2/1/2019,325,26,0,C15,2,50739,30/11/18,,1,1,0,1,,0
2073,3/1/2019,325,26,0,C15,2,50739,30/11/18,,1,1,0,1,,0
2074,4/1/2019,325,26,0,C15,2,50739,30/11/18,,1,1,0,1,,0
2075,5/1/2019,325,26,0,C15,2,50739,30/11/18,,1,1,0,1,,0
2076,6/1/2019,325,26,0,C15,2,50739,30/11/18,,1,1,0,1,,0
2077,7/1/2019,325,26,0,C15,2,50739,30/11/18,,1,1,0,1,,0
2078,8/1/2019,325,26,0,C15,2,50739,30/11/18,29/07/19,1,1,0,1,,1
2079,4/1/2020,326,24,0,C28,2,69454,21/04/20,,2,2,0,1,,0
2080,5/1/2020,326,24,0,C28,2,69454,21/04/20,,2,2,0,1,,0
2081,6/1/2020,326,24,0,C28,2,69454,21/04/20,,2,2,194000,1,,0
2082,7/1/2020,326,24,0,C28,2,69454,21/04/20,7/11/2020,2,2,0,1,,1
2083,1/1/2019,327,38,0,C3,1,26658,29/05/18,,1,1,432800,2,,0
2084,2/1/2019,327,38,0,C3,1,26658,29/05/18,,1,1,408820,2,,0
2085,3/1/2019,327,38,0,C3,1,26658,29/05/18,,1,1,0,2,,0
2086,4/1/2019,327,38,0,C3,1,26658,29/05/18,21/04/19,1,1,0,1,,1
2087,1/1/2019,328,35,1,C28,1,54816,12/11/2018,,3,3,0,1,,0
2088,2/1/2019,328,35,1,C28,1,54816,12/11/2018,,3,3,200000,1,,0
2089,3/1/2019,328,35,1,C28,1,54816,12/11/2018,,3,3,0,1,,0
2090,4/1/2019,328,35,1,C28,1,54816,12/11/2018,,3,3,0,1,,0
2091,5/1/2019,328,35,1,C28,1,54816,12/11/2018,,3,3,0,1,,0
2092,6/1/2019,328,35,1,C28,1,54816,12/11/2018,,3,3,0,1,,0
2093,7/1/2019,328,35,1,C28,1,54816,12/11/2018,,3,3,0,1,,0
2094,8/1/2019,328,35,1,C28,1,54816,12/11/2018,25/08/19,3,3,0,1,,1
2095,1/1/2019,329,42,1,C11,1,133752,19/07/15,,1,3,736100,2,,0
2096,2/1/2019,329,42,1,C11,1,133752,19/07/15,,1,3,763020,2,,0
2097,3/1/2019,329,42,1,C11,1,133752,19/07/15,,1,3,750670,2,,0
2098,4/1/2019,329,42,1,C11,1,133752,19/07/15,,1,3,0,1,,0
2099,5/1/2019,329,42,1,C11,1,133752,19/07/15,,1,3,450000,1,,0
2100,6/1/2019,329,42,1,C11,1,133752,19/07/15,,1,3,-134200,1,,0
2101,7/1/2019,329,43,1,C11,1,133752,19/07/15,,1,3,466110,2,,0
2102,8/1/2019,329,43,1,C11,1,133752,19/07/15,,1,3,194010,2,,0
2103,9/1/2019,329,43,1,C11,1,133752,19/07/15,,1,3,200000,2,,0
2104,10/1/2019,329,43,1,C11,1,133752,19/07/15,,1,3,350610,3,,0
2105,11/1/2019,329,43,1,C11,1,133752,19/07/15,,1,3,1859990,3,,0
2106,12/1/2019,329,43,1,C11,1,133752,19/07/15,,1,3,588560,3,,0
2107,1/1/2020,329,43,1,C11,1,133752,19/07/15,,1,3,1881800,3,,0
2108,2/1/2020,329,43,1,C11,1,133752,19/07/15,,1,3,901270,3,,0
2109,3/1/2020,329,43,1,C11,1,133752,19/07/15,,1,3,2553590,3,,0
2110,4/1/2020,329,43,1,C11,1,133752,19/07/15,,1,3,291270,2,,0
2111,5/1/2020,329,43,1,C11,1,133752,19/07/15,,1,3,155200,2,,0
2112,6/1/2020,329,43,1,C11,1,133752,19/07/15,,1,3,193820,2,,0
2113,7/1/2020,329,44,1,C11,1,133752,19/07/15,,1,3,341440,2,,0
2114,8/1/2020,329,44,1,C11,1,133752,19/07/15,,1,3,340480,2,,0
2115,9/1/2020,329,44,1,C11,1,133752,19/07/15,,1,3,502630,2,,0
2116,10/1/2020,329,44,1,C11,1,133752,19/07/15,,1,3,208540,2,,0
2117,11/1/2020,329,44,1,C11,1,133752,19/07/15,,1,3,106150,2,,0
2118,12/1/2020,329,44,1,C11,1,133752,19/07/15,,1,3,1016090,2,,0
2119,1/1/2019,330,39,1,C15,1,35694,24/09/18,,1,1,0,1,,0
2120,2/1/2019,330,39,1,C15,1,35694,24/09/18,2/3/2019,1,1,0,1,,1
2121,9/1/2020,331,35,0,C25,2,71154,27/09/20,,3,3,0,1,,0
2122,10/1/2020,331,35,0,C25,2,71154,27/09/20,,3,3,0,1,,0
2123,11/1/2020,331,35,0,C25,2,71154,27/09/20,,3,3,0,1,,0
2124,12/1/2020,331,35,0,C25,2,71154,27/09/20,,3,3,0,1,,0
2125,2/1/2019,332,29,0,C24,2,51152,2/3/2019,,1,1,134360,1,,0
2126,3/1/2019,332,29,0,C24,2,51152,2/3/2019,3/1/2019,1,1,0,1,,1
2127,1/1/2019,333,44,1,C6,1,45796,19/09/18,,1,1,361800,2,,0
2128,2/1/2019,333,44,1,C6,1,45796,19/09/18,,1,1,366870,2,,0
2129,3/1/2019,333,44,1,C6,1,45796,19/09/18,,1,1,445000,2,,0
2130,4/1/2019,333,44,1,C6,1,45796,19/09/18,,1,1,123290,1,,0
2131,5/1/2019,333,44,1,C6,1,45796,19/09/18,30/04/19,1,1,0,1,,1
2132,1/1/2019,334,29,1,C9,0,58812,1/7/2019,,2,2,0,1,,0
2133,2/1/2019,334,29,1,C9,0,58812,1/7/2019,,2,2,102070,1,,0
2134,3/1/2019,334,29,1,C9,0,58812,1/7/2019,,2,2,120030,1,,0
2135,4/1/2019,334,29,1,C9,0,58812,1/7/2019,,2,2,101190,1,,0
2136,5/1/2019,334,29,1,C9,0,58812,1/7/2019,5/11/2019,2,2,0,1,,1
2137,11/1/2020,335,41,1,C11,2,94685,17/11/20,,3,3,0,1,,0
2138,12/1/2020,335,41,1,C11,2,94685,17/11/20,,3,3,0,1,,0
2139,1/1/2019,336,45,0,C10,2,140769,2/10/2018,,2,4,938160,2,,0
2140,2/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,1703730,2,,0
2141,3/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,960350,2,,0
2142,4/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,145500,2,,0
2143,5/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,200000,2,,0
2144,6/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,516740,2,,0
2145,7/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,470480,1,,0
2146,8/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,150120,1,,0
2147,9/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,350570,1,,0
2148,10/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,203330,1,,0
2149,11/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,865710,1,,0
2150,12/1/2019,336,46,0,C10,2,140769,2/10/2018,,2,4,0,1,,0
2151,1/1/2020,336,46,0,C10,2,140769,2/10/2018,,2,4,750550,1,,0
2152,2/1/2020,336,47,0,C10,2,140769,2/10/2018,,2,4,450000,1,,0
2153,3/1/2020,336,47,0,C10,2,140769,2/10/2018,,2,4,651680,1,,0
2154,4/1/2020,336,47,0,C10,2,140769,2/10/2018,,2,4,450000,1,,0
2155,5/1/2020,336,47,0,C10,2,140769,2/10/2018,,2,4,200000,1,,0
2156,6/1/2020,336,47,0,C10,2,140769,2/10/2018,,2,4,570660,1,,0
2157,7/1/2020,336,47,0,C10,2,140769,2/10/2018,,2,4,0,1,,0
2158,8/1/2020,336,47,0,C10,2,140769,2/10/2018,29/07/20,2,4,0,1,,1
2159,1/1/2019,337,45,1,C8,2,62135,15/09/18,,2,2,0,1,,0
2160,2/1/2019,337,45,1,C8,2,62135,15/09/18,,2,2,0,1,,0
2161,3/1/2019,337,45,1,C8,2,62135,15/09/18,3/3/2019,2,2,0,1,,1
2162,6/1/2019,339,31,0,C17,1,55937,13/06/19,,3,3,0,1,,0
2163,7/1/2019,339,31,0,C17,1,55937,13/06/19,,3,3,0,1,,0
2164,8/1/2019,339,32,0,C17,1,55937,13/06/19,,3,3,0,1,,0
2165,9/1/2019,339,32,0,C17,1,55937,13/06/19,,3,3,246390,1,,0
2166,10/1/2019,339,32,0,C17,1,55937,13/06/19,,3,3,152650,2,,0
2167,11/1/2019,339,32,0,C17,1,55937,13/06/19,,3,3,0,2,,0
2168,12/1/2019,339,32,0,C17,1,55937,13/06/19,,3,3,770000,2,,0
2169,1/1/2020,339,32,0,C17,1,55937,13/06/19,,3,3,0,1,,0
2170,2/1/2020,339,32,0,C17,1,55937,13/06/19,,3,3,158040,1,,0
2171,3/1/2020,339,32,0,C17,1,55937,13/06/19,,3,3,500240,1,,0
2172,4/1/2020,339,32,0,C17,1,55937,13/06/19,,3,3,0,1,,0
2173,5/1/2020,339,32,0,C17,1,55937,13/06/19,5/12/2020,3,3,0,1,,1
2174,1/1/2019,340,35,0,C16,0,33327,8/8/2018,,1,1,444560,1,,0
2175,2/1/2019,340,36,0,C16,0,33327,8/8/2018,,1,1,100000,1,,0
2176,3/1/2019,340,36,0,C16,0,33327,8/8/2018,23/03/19,1,1,0,1,,1
2177,12/1/2019,341,39,0,C11,1,49592,24/12/19,,2,2,0,1,,0
2178,1/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,0,1,,0
2179,2/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,0,1,,0
2180,3/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,625540,1,,0
2181,4/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,150980,2,,0
2182,5/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,213690,2,,0
2183,6/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,291320,2,,0
2184,7/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,339400,3,,0
2185,8/1/2020,341,39,0,C11,1,49592,24/12/19,,2,2,424960,3,,0
2186,9/1/2020,341,40,0,C11,1,49592,24/12/19,,2,2,945910,3,,0
2187,10/1/2020,341,40,0,C11,1,49592,24/12/19,,2,2,150120,2,,0
2188,11/1/2020,341,40,0,C11,1,49592,24/12/19,,2,2,0,2,,0
2189,12/1/2020,341,40,0,C11,1,49592,24/12/19,,2,2,804560,2,,0
2190,1/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,1673330,2,,0
2191,2/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,639920,2,,0
2192,3/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,1144800,2,,0
2193,4/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,1201590,4,,0
2194,5/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,9000000,4,,0
2195,6/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,-6000000,4,,0
2196,7/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,222320,2,,0
2197,8/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,486150,2,,0
2198,9/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,852750,2,,0
2199,10/1/2019,342,44,0,C18,2,83084,7/9/2018,,3,3,217920,2,,0
2200,11/1/2019,342,45,0,C18,2,83084,7/9/2018,,3,3,727320,2,,0
2201,12/1/2019,342,45,0,C18,2,83084,7/9/2018,,3,3,504000,2,,0
2202,1/1/2020,342,45,0,C18,2,83084,7/9/2018,20/01/20,3,3,411900,1,,1
2203,1/1/2020,343,23,0,C4,1,26563,16/01/20,,1,1,0,1,,0
2204,2/1/2020,343,24,0,C4,1,26563,16/01/20,,1,1,0,1,,0
2205,3/1/2020,343,24,0,C4,1,26563,16/01/20,,1,1,150440,1,,0
2206,4/1/2020,343,24,0,C4,1,26563,16/01/20,,1,1,0,1,,0
2207,5/1/2020,343,24,0,C4,1,26563,16/01/20,5/5/2020,1,1,0,1,,1
2208,2/1/2020,344,28,0,C2,1,55938,2/2/2020,,3,3,0,1,,0
2209,3/1/2020,344,28,0,C2,1,55938,2/2/2020,15/03/20,3,3,0,1,,1
2210,8/1/2020,345,35,1,C27,1,35284,31/07/20,,2,2,0,1,,0
2211,9/1/2020,345,35,1,C27,1,35284,31/07/20,,2,2,166820,1,,0
2212,10/1/2020,345,35,1,C27,1,35284,31/07/20,,2,2,367780,2,,0
2213,11/1/2020,345,35,1,C27,1,35284,31/07/20,,2,2,0,2,,0
2214,12/1/2020,345,35,1,C27,1,35284,31/07/20,,2,2,300290,2,,0
2215,12/1/2019,346,30,1,C2,1,92158,12/2/2019,,3,3,0,1,,0
2216,1/1/2020,346,30,1,C2,1,92158,12/2/2019,,3,3,291240,1,,0
2217,2/1/2020,346,30,1,C2,1,92158,12/2/2019,,3,3,159150,1,,0
2218,3/1/2020,346,30,1,C2,1,92158,12/2/2019,,3,3,621840,1,,0
2219,4/1/2020,346,31,1,C2,1,92158,12/2/2019,30/03/20,3,3,0,1,,1
2220,1/1/2019,347,36,1,C15,0,57044,1/5/2018,,2,3,0,1,,0
2221,2/1/2019,347,36,1,C15,0,57044,1/5/2018,18/02/19,2,3,0,1,,1
2222,9/1/2020,348,28,1,C13,1,71326,9/1/2020,,2,2,0,1,,0
2223,10/1/2020,348,28,1,C13,1,71326,9/1/2020,,2,2,0,1,,0
2224,11/1/2020,348,28,1,C13,1,71326,9/1/2020,,2,2,0,1,,0
2225,12/1/2020,348,28,1,C13,1,71326,9/1/2020,,2,2,0,1,,0
2226,5/1/2019,349,33,0,C26,2,56317,27/05/19,,2,2,0,1,,0
2227,6/1/2019,349,33,0,C26,2,56317,27/05/19,,2,2,116400,1,,0
2228,7/1/2019,349,33,0,C26,2,56317,27/05/19,,2,2,0,1,,0
2229,8/1/2019,349,33,0,C26,2,56317,27/05/19,,2,2,0,1,,0
2230,9/1/2019,349,33,0,C26,2,56317,27/05/19,,2,2,0,1,,0
2231,10/1/2019,349,33,0,C26,2,56317,27/05/19,17/10/19,2,2,0,1,,1
2232,1/1/2019,350,33,0,C10,2,55441,12/3/2018,,2,2,0,1,,0
2233,2/1/2019,350,33,0,C10,2,55441,12/3/2018,2/8/2019,2,2,0,1,,1
2234,12/1/2019,351,30,0,C9,1,50609,12/10/2019,,2,2,0,1,,0
2235,1/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,0,1,,0
2236,2/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,500000,1,,0
2237,3/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,504230,1,,0
2238,4/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,194330,1,,0
2239,5/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,243190,1,,0
2240,6/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,0,1,,0
2241,7/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,501310,3,,0
2242,8/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,404360,3,,0
2243,9/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,1078510,3,,0
2244,10/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,910000,4,,0
2245,11/1/2020,351,30,0,C9,1,50609,12/10/2019,,2,2,1005090,4,,0
2246,12/1/2020,351,31,0,C9,1,50609,12/10/2019,,2,2,2913910,4,,0
2247,2/1/2019,352,43,0,C24,0,39564,24/02/19,,1,1,0,1,,0
2248,3/1/2019,352,43,0,C24,0,39564,24/02/19,,1,1,516420,1,,0
2249,4/1/2019,352,43,0,C24,0,39564,24/02/19,,1,1,0,1,,0
2250,5/1/2019,352,43,0,C24,0,39564,24/02/19,,1,1,115660,1,,0
2251,6/1/2019,352,44,0,C24,0,39564,24/02/19,,1,1,0,1,,0
2252,7/1/2019,352,44,0,C24,0,39564,24/02/19,27/07/19,1,1,0,1,,1
2253,1/1/2019,353,29,1,C18,2,33134,15/07/18,,1,1,223980,2,,0
2254,2/1/2019,353,29,1,C18,2,33134,15/07/18,,1,1,357130,2,,0
2255,3/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,1034790,2,,0
2256,4/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,570550,4,,0
2257,5/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,235260,4,,0
2258,6/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,600130,4,,0
2259,7/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,506970,3,,0
2260,8/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,107180,3,,0
2261,9/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,712270,3,,0
2262,10/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,150360,4,,0
2263,11/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,773730,4,,0
2264,12/1/2019,353,30,1,C18,2,33134,15/07/18,,1,1,1972850,4,,0
2265,1/1/2020,353,30,1,C18,2,33134,15/07/18,,1,1,193960,3,,0
2266,2/1/2020,353,30,1,C18,2,33134,15/07/18,,1,1,294470,3,,0
2267,3/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,2981510,3,,0
2268,4/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,301610,2,,0
2269,5/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,0,2,,0
2270,6/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,481080,2,,0
2271,7/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,750440,3,,0
2272,8/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,481380,3,,0
2273,9/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,578300,3,,0
2274,10/1/2020,353,31,1,C18,2,33134,15/07/18,,1,1,136640,1,,0
2275,11/1/2020,353,31,1,C18,2,33134,15/07/18,13/11/20,1,1,149760,1,,1
2276,1/1/2019,354,31,1,C11,0,60555,30/11/18,,1,1,0,1,,0
2277,2/1/2019,354,31,,C11,0,60555,30/11/18,,1,1,0,1,,0
2278,3/1/2019,354,31,1,C11,0,60555,30/11/18,27/02/19,1,1,0,1,,1
2279,1/1/2019,355,34,0,C22,2,135879,16/06/18,,3,3,1131740,2,,0
2280,2/1/2019,355,34,0,C22,2,135879,16/06/18,,3,3,464880,2,,0
2281,3/1/2019,355,34,0,C22,2,135879,16/06/18,,3,3,3117120,2,,0
2282,4/1/2019,355,34,0,C22,2,135879,16/06/18,,3,3,0,1,,0
2283,5/1/2019,355,34,0,C22,2,135879,16/06/18,,3,3,250020,1,,0
2284,6/1/2019,355,34,0,C22,2,135879,16/06/18,,3,3,-1850000,1,,0
2285,7/1/2019,355,34,0,C22,2,135879,16/06/18,,3,3,50000,1,,0
2286,8/1/2019,355,34,0,C22,2,135879,16/06/18,8/9/2019,3,3,0,1,,1
2287,3/1/2020,357,34,0,C2,0,127616,3/8/2020,,4,4,3070030,3,,0
2288,4/1/2020,357,34,0,C2,0,127616,3/8/2020,,4,4,0,2,,0
2289,5/1/2020,357,34,0,C2,0,127616,3/8/2020,,4,4,1526310,2,,0
2290,6/1/2020,357,34,0,C2,0,127616,3/8/2020,,4,4,804460,2,,0
2291,7/1/2020,357,34,0,C2,0,127616,3/8/2020,,4,4,1132450,2,,0
2292,8/1/2020,357,34,0,C2,0,127616,3/8/2020,,4,4,661430,2,,0
2293,9/1/2020,357,35,0,C2,0,127616,3/8/2020,,4,4,1116340,2,,0
2294,10/1/2020,357,35,0,C2,0,127616,3/8/2020,,4,4,1226090,2,,0
2295,11/1/2020,357,35,0,C2,0,127616,3/8/2020,,4,4,2116400,2,,0
2296,12/1/2020,357,35,0,C2,0,127616,3/8/2020,,4,4,1538020,2,,0
2297,11/1/2019,358,39,1,C26,2,117830,29/10/19,,3,3,0,1,,0
2298,12/1/2019,358,39,1,C26,2,117830,29/10/19,,3,3,0,1,,0
2299,1/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,350000,2,,0
2300,2/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,300440,2,,0
2301,3/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,1939330,2,,0
2302,4/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,931300,3,,0
2303,5/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,247100,3,,0
2304,6/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,250020,3,,0
2305,7/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,0,2,,0
2306,8/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,497750,2,,0
2307,9/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,200000,2,,0
2308,10/1/2020,358,39,1,C26,2,117830,29/10/19,,3,3,0,1,,0
2309,11/1/2020,358,40,1,C26,2,117830,29/10/19,,3,3,159190,1,,0
2310,12/1/2020,358,40,1,C26,2,117830,29/10/19,,3,3,300000,1,,0
2311,6/1/2019,359,36,0,C4,2,107473,20/06/19,,2,4,0,1,,0
2312,7/1/2019,359,36,0,C4,2,107473,20/06/19,,2,4,0,2,,0
2313,8/1/2019,359,36,0,C4,2,107473,20/06/19,,2,4,1212000,2,,0
2314,9/1/2019,359,36,0,C4,2,107473,20/06/19,,2,4,1000000,2,,0
2315,10/1/2019,359,36,0,C4,2,107473,20/06/19,,2,4,0,3,,0
2316,11/1/2019,359,36,0,C4,2,107473,20/06/19,,2,4,4000000,3,,0
2317,12/1/2019,359,36,0,C4,2,107473,20/06/19,,2,4,2251000,3,,0
2318,1/1/2020,359,36,0,C4,2,107473,20/06/19,,2,4,1193830,3,,0
2319,2/1/2020,359,36,0,C4,2,107473,20/06/19,,2,4,2900000,3,,0
2320,3/1/2020,359,36,0,C4,2,107473,20/06/19,,2,4,8560000,3,,0
2321,4/1/2020,359,36,0,C4,2,107473,20/06/19,,2,4,1000000,2,,0
2322,5/1/2020,359,36,0,C4,2,107473,20/06/19,,2,4,193800,2,,0
2323,6/1/2020,359,37,0,C4,2,107473,20/06/19,,2,4,926310,2,,0
2324,7/1/2020,359,37,0,C4,2,107473,20/06/19,,2,4,3200040,3,,0
2325,8/1/2020,359,37,0,C4,2,107473,20/06/19,,2,4,1551080,3,,0
2326,9/1/2020,359,37,0,C4,2,107473,20/06/19,,2,4,2200040,3,,0
2327,10/1/2020,359,37,0,C4,2,107473,20/06/19,,2,4,1112930,2,,0
2328,11/1/2020,359,37,0,C4,2,107473,20/06/19,,2,4,3159000,2,,0
2329,12/1/2020,359,37,0,C4,2,107473,20/06/19,,2,4,999990,2,,0
2330,1/1/2019,360,39,1,C20,1,58347,21/10/18,,2,2,313450,1,,0
2331,2/1/2019,360,39,1,C20,1,58347,21/10/18,13/02/19,2,2,0,1,,1
2332,1/1/2019,361,33,0,C21,0,13743,17/09/18,,1,1,223890,1,,0
2333,2/1/2019,361,33,0,C21,0,13743,17/09/18,,1,1,109230,1,,0
2334,3/1/2019,361,33,0,C21,0,13743,17/09/18,18/03/19,1,1,0,1,,1
2335,5/1/2020,362,37,1,C20,2,51609,5/4/2020,,2,2,0,1,,0
2336,6/1/2020,362,37,1,C20,2,51609,5/4/2020,,2,2,0,1,,0
2337,7/1/2020,362,37,1,C20,2,51609,5/4/2020,,2,2,1498780,4,,0
2338,8/1/2020,362,38,1,C20,2,51609,5/4/2020,,2,2,516600,4,,0
2339,9/1/2020,362,38,1,C20,2,51609,5/4/2020,,2,2,700560,4,,0
2340,10/1/2020,362,38,1,C20,2,51609,5/4/2020,,2,2,0,2,,0
2341,11/1/2020,362,38,1,C20,2,51609,5/4/2020,,2,2,300000,2,,0
2342,12/1/2020,362,38,1,C20,2,51609,5/4/2020,,2,2,896200,2,,0
2343,12/1/2019,363,30,0,C21,2,67650,12/8/2019,,2,2,0,1,,0
2344,1/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,0,1,,0
2345,2/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,0,1,,0
2346,3/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,659360,1,,0
2347,4/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,0,1,,0
2348,5/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,512220,1,,0
2349,6/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,0,1,,0
2350,7/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,343170,1,,0
2351,8/1/2020,363,30,0,C21,2,67650,12/8/2019,,2,2,155560,1,,0
2352,9/1/2020,363,30,0,C21,2,67650,12/8/2019,18/09/20,2,2,0,1,,1
2353,3/1/2020,364,27,0,C13,2,35727,3/7/2020,,1,1,0,1,,0
2354,4/1/2020,364,27,0,C13,2,35727,3/7/2020,,1,1,0,2,,0
2355,5/1/2020,364,27,0,C13,2,35727,3/7/2020,,1,1,151050,2,,0
